Time;OrderID;ItemID;MenuItem;Side 1;Side 2
10/12/24 16:45;2840;3;Small Platter - Pulled Pork;Baked Beans;
10/12/24 16:45;2840;4;Sandwich - Brisket;Fries;
10/12/24 16:50;2841;1;Small Platter - Brisket;Fries;
10/12/24 16:50;2842;1;Sandwich - Pulled Pork;Fries;
10/12/24 16:51;2843;1;Small Platter - Ribs;Mac and Cheese;
10/12/24 16:51;2843;2;Sandwich - Pulled Pork;Mac and Cheese;
10/12/24 16:53;2844;1;Small Platter - Brisket;Mac and Cheese;
10/12/24 16:54;2845;1;Small Platter - Pulled Pork;Fries;
10/12/24 17:01;2846;1;Large Platter - Pulled Pork;Green Beans;Mac and Cheese
10/12/24 17:01;2846;2;Large Platter - Brisket;Green Beans;Green Beans
10/12/24 17:04;2847;1;Small Platter - Pulled Pork;Fries;
10/12/24 17:04;2847;2;Large Platter - Brisket;Fries;Green Beans
10/12/24 17:04;2847;3;Sandwich - Pulled Pork;Fries;
10/12/24 17:04;2847;4;Sandwich - Pulled Pork;Fries;
10/12/24 17:04;2848;1;Sandwich - Brisket;Fries;
10/12/24 17:04;2848;2;Sandwich - Pulled Pork;Fries;
10/12/24 17:07;2849;1;Sandwich - Pulled Pork;Mac and Cheese;
10/12/24 17:07;2849;2;Sandwich - Brisket;Fries;
10/12/24 17:08;2850;1;Large Platter - Brisket;Mac and Cheese;Mac and Cheese
10/12/24 17:08;2851;1;Large Platter - Ribs;Mac and Cheese;Mac and Cheese
10/12/24 17:08;2851;2;Small Platter - Ribs;Fries;
10/12/24 17:09;2852;1;Sandwich - Pulled Pork;Green Beans;
10/12/24 17:09;2852;2;Small Platter - Pulled Pork;Mac and Cheese;
10/12/24 17:09;2852;3;Sandwich - Pulled Pork;Fries;
10/12/24 17:09;2852;4;Sandwich - Brisket;Fries;
10/12/24 17:10;2853;1;Small Platter - Pulled Pork;Fries;
10/12/24 17:10;2853;2;Small Platter - Pulled Pork;Mac and Cheese;
10/12/24 17:11;2854;1;Small Platter - Brisket;Baked Beans;
10/12/24 17:11;2854;2;Large Platter - Brisket;Baked Beans;Mac and Cheese
10/12/24 17:12;2855;1;Sandwich - Brisket;Green Beans;
10/12/24 17:12;2855;2;Small Platter - Ribs;Fries;
10/12/24 17:17;2856;1;Sandwich - Brisket;Fries;
10/12/24 17:17;2856;2;Small Platter - Brisket;Mac and Cheese;
10/12/24 17:17;2856;3;Sandwich - Brisket;Green Beans;
10/12/24 17:19;2857;1;Small Platter - Brisket;Green Beans;
10/12/24 17:21;2858;1;Small Platter - Ribs;Mac and Cheese;
10/12/24 17:21;2858;2;Sandwich - Pulled Pork;Mac and Cheese;
10/12/24 17:22;2859;1;Small Platter - Pulled Pork;Baked Beans;
10/12/24 17:22;2859;2;Large Platter - Ribs;Baked Beans;Fries
10/12/24 17:22;2859;3;Large Platter - Brisket;Baked Beans;Fries
10/12/24 17:23;2860;1;Small Platter - Pulled Pork;Baked Beans;
10/12/24 17:23;2860;2;Sandwich - Brisket;Fries;
10/12/24 17:23;2861;1;Sandwich - Pulled Pork;Baked Beans;
10/12/24 17:23;2861;2;Sandwich - Pulled Pork;Fries;
10/12/24 17:23;2862;1;Large Platter - Pulled Pork;Mac and Cheese;Green Beans
10/12/24 17:23;2862;2;Sandwich - Pulled Pork;Fries;
10/12/24 17:27;2863;1;Sandwich - Pulled Pork;Baked Beans;
10/12/24 17:27;2863;2;Large Platter - Ribs;Mac and Cheese;Mac and Cheese
10/12/24 17:27;2864;1;Sandwich - Pulled Pork;Fries;
10/12/24 17:27;2864;2;Large Platter - Ribs;Green Beans;Baked Beans
10/12/24 17:27;2865;1;Large Platter - Brisket;Green Beans;Fries
10/12/24 17:30;2866;1;Small Platter - Pulled Pork;Baked Beans;
10/12/24 17:30;2866;2;Large Platter - Pulled Pork;Green Beans;Fries
10/12/24 17:30;2867;1;Large Platter - Brisket;Baked Beans;Baked Beans
10/12/24 17:30;2867;2;Small Platter - Pulled Pork;Green Beans;
10/12/24 17:32;2868;1;Large Platter - Brisket;Green Beans;Fries
10/12/24 17:32;2869;1;Sandwich - Brisket;Baked Beans;
10/12/24 17:33;2870;1;Sandwich - Brisket;Fries;
10/12/24 17:33;2870;2;Small Platter - Ribs;Baked Beans;
10/12/24 17:35;2871;1;Sandwich - Brisket;Fries;
10/12/24 17:35;2871;2;Sandwich - Brisket;Fries;
10/12/24 17:36;2872;1;Small Platter - Ribs;Baked Beans;
10/12/24 17:36;2872;2;Small Platter - Brisket;Mac and Cheese;
10/12/24 17:36;2873;1;Large Platter - Pulled Pork;Green Beans;Green Beans
10/12/24 17:36;2873;2;Small Platter - Brisket;Mac and Cheese;
10/12/24 17:37;2874;1;Large Platter - Pulled Pork;Mac and Cheese;Baked Beans
10/12/24 17:37;2874;2;Large Platter - Ribs;Baked Beans;Baked Beans
10/12/24 17:37;2874;3;Sandwich - Pulled Pork;Fries;
10/12/24 17:37;2874;4;Large Platter - Pulled Pork;Mac and Cheese;Baked Beans
10/12/24 17:39;2875;1;Small Platter - Brisket;Mac and Cheese;
10/12/24 17:39;2875;2;Small Platter - Pulled Pork;Fries;
10/12/24 17:40;2876;1;Sandwich - Pulled Pork;Fries;
10/12/24 17:40;2876;2;Large Platter - Brisket;Mac and Cheese;Green Beans
10/12/24 17:40;2876;3;Large Platter - Pulled Pork;Fries;Green Beans
10/12/24 17:42;2877;1;Large Platter - Pulled Pork;Mac and Cheese;Baked Beans
10/12/24 17:42;2878;1;Small Platter - Ribs;Baked Beans;
10/12/24 17:42;2878;2;Sandwich - Pulled Pork;Fries;
10/12/24 17:42;2879;1;Large Platter - Pulled Pork;Baked Beans;Fries
10/12/24 17:42;2879;2;Sandwich - Brisket;Fries;
10/12/24 17:43;2880;1;Sandwich - Pulled Pork;Fries;
10/12/24 17:44;2881;1;Large Platter - Pulled Pork;Mac and Cheese;Green Beans
10/12/24 17:44;2881;2;Large Platter - Brisket;Baked Beans;Mac and Cheese
10/12/24 17:44;2882;1;Sandwich - Pulled Pork;Fries;
10/12/24 17:48;2883;1;Large Platter - Pulled Pork;Green Beans;Mac and Cheese
10/12/24 17:48;2884;1;Sandwich - Pulled Pork;Mac and Cheese;
10/12/24 17:48;2884;2;Small Platter - Ribs;Baked Beans;
10/12/24 17:49;2885;1;Large Platter - Brisket;Baked Beans;Green Beans
10/12/24 17:50;2886;1;Small Platter - Ribs;Fries;
10/12/24 17:50;2886;2;Small Platter - Pulled Pork;Baked Beans;
10/12/24 17:52;2887;1;Sandwich - Pulled Pork;Fries;
10/12/24 17:52;2888;1;Sandwich - Pulled Pork;Fries;
10/12/24 17:52;2888;2;Sandwich - Brisket;Fries;
10/12/24 17:52;2888;3;Sandwich - Pulled Pork;Fries;
10/12/24 17:52;2888;4;Large Platter - Ribs;Fries;Baked Beans
10/12/24 17:57;2889;1;Large Platter - Brisket;Green Beans;Mac and Cheese
10/12/24 17:57;2889;2;Large Platter - Pulled Pork;Fries;Baked Beans
10/12/24 17:57;2889;3;Small Platter - Brisket;Mac and Cheese;
10/12/24 17:57;2889;4;Large Platter - Pulled Pork;Green Beans;Green Beans
10/12/24 17:58;2890;1;Small Platter - Brisket;Mac and Cheese;
10/12/24 17:58;2890;2;Small Platter - Pulled Pork;Fries;
10/12/24 17:59;2891;1;Sandwich - Pulled Pork;Fries;
10/12/24 17:59;2891;2;Sandwich - Pulled Pork;Fries;
10/12/24 18:00;2892;1;Large Platter - Ribs;Green Beans;Mac and Cheese
10/12/24 18:00;2892;2;Small Platter - Brisket;Baked Beans;
10/12/24 18:01;2893;1;Small Platter - Ribs;Mac and Cheese;
10/12/24 18:01;2893;2;Sandwich - Brisket;Fries;
10/12/24 18:03;2894;1;Small Platter - Brisket;Green Beans;
10/12/24 18:03;2895;1;Sandwich - Brisket;Fries;
10/12/24 18:03;2895;2;Large Platter - Brisket;Green Beans;Green Beans
10/12/24 18:03;2896;1;Large Platter - Pulled Pork;Green Beans;Green Beans
10/12/24 18:03;2896;2;Small Platter - Pulled Pork;Mac and Cheese;
10/12/24 18:03;2897;1;Large Platter - Pulled Pork;Mac and Cheese;Baked Beans
10/12/24 18:03;2897;2;Sandwich - Brisket;Mac and Cheese;
10/12/24 18:03;2897;3;Sandwich - Pulled Pork;Fries;
10/12/24 18:03;2897;4;Small Platter - Pulled Pork;Baked Beans;
10/12/24 18:04;2898;1;Small Platter - Pulled Pork;Green Beans;
10/12/24 18:04;2898;2;Small Platter - Ribs;Fries;
10/12/24 18:05;2899;1;Small Platter - Ribs;Mac and Cheese;
10/12/24 18:06;2900;1;Small Platter - Ribs;Mac and Cheese;
10/12/24 18:06;2900;2;Small Platter - Brisket;Fries;
10/12/24 18:07;2901;1;Sandwich - Pulled Pork;Fries;
10/12/24 18:08;2902;1;Small Platter - Ribs;Mac and Cheese;
10/12/24 18:08;2902;2;Large Platter - Pulled Pork;Mac and Cheese;Fries
10/12/24 18:08;2902;3;Small Platter - Brisket;Green Beans;
10/12/24 18:08;2902;4;Large Platter - Brisket;Baked Beans;Green Beans
10/12/24 18:08;2902;5;Sandwich - Pulled Pork;Fries;
10/12/24 18:08;2903;1;Large Platter - Ribs;Mac and Cheese;Baked Beans
10/12/24 18:11;2904;1;Sandwich - Brisket;Fries;
10/12/24 18:11;2904;2;Small Platter - Ribs;Green Beans;
10/12/24 18:12;2905;1;Small Platter - Pulled Pork;Green Beans;
10/12/24 18:12;2905;2;Sandwich - Pulled Pork;Mac and Cheese;
10/12/24 18:13;2906;1;Sandwich - Brisket;Green Beans;
10/12/24 18:13;2907;1;Large Platter - Ribs;Mac and Cheese;Fries
10/12/24 18:15;2908;1;Small Platter - Ribs;Mac and Cheese;
10/12/24 18:15;2908;2;Small Platter - Pulled Pork;Fries;
10/12/24 18:15;2909;1;Small Platter - Pulled Pork;Mac and Cheese;
10/12/24 18:15;2909;2;Small Platter - Pulled Pork;Baked Beans;
10/12/24 18:15;2909;3;Large Platter - Pulled Pork;Green Beans;Green Beans
10/12/24 18:15;2910;1;Small Platter - Pulled Pork;Baked Beans;
10/12/24 18:15;2910;2;Large Platter - Pulled Pork;Green Beans;Baked Beans
10/12/24 18:15;2910;3;Small Platter - Ribs;Mac and Cheese;
10/12/24 18:16;2911;1;Sandwich - Pulled Pork;Fries;
10/12/24 18:18;2912;1;Small Platter - Brisket;Fries;
10/12/24 18:18;2913;1;Sandwich - Pulled Pork;Fries;
10/12/24 18:18;2913;2;Small Platter - Ribs;Mac and Cheese;
10/12/24 18:18;2913;3;Small Platter - Ribs;Mac and Cheese;
10/12/24 18:20;2914;1;Small Platter - Pulled Pork;Mac and Cheese;
10/12/24 18:20;2914;2;Small Platter - Pulled Pork;Fries;
10/12/24 18:20;2915;1;Small Platter - Pulled Pork;Green Beans;
10/12/24 18:21;2916;1;Sandwich - Pulled Pork;Fries;
10/12/24 18:22;2917;1;Sandwich - Pulled Pork;Fries;
10/12/24 18:22;2917;2;Sandwich - Brisket;Fries;
10/12/24 18:23;2918;1;Sandwich - Brisket;Mac and Cheese;
10/12/24 18:23;2918;2;Small Platter - Brisket;Fries;
10/12/24 18:23;2919;1;Sandwich - Pulled Pork;Fries;
10/12/24 18:25;2920;1;Sandwich - Pulled Pork;Mac and Cheese;
10/12/24 18:25;2921;1;Sandwich - Brisket;Fries;
10/12/24 18:25;2921;2;Large Platter - Ribs;Mac and Cheese;Baked Beans
10/12/24 18:25;2921;3;Large Platter - Brisket;Mac and Cheese;Green Beans
10/12/24 18:25;2921;4;Large Platter - Pulled Pork;Fries;Fries
10/12/24 18:26;2922;1;Sandwich - Brisket;Fries;
10/12/24 18:26;2922;2;Sandwich - Pulled Pork;Baked Beans;
10/12/24 18:26;2922;3;Large Platter - Pulled Pork;Fries;Fries
10/12/24 18:26;2922;4;Small Platter - Ribs;Mac and Cheese;
10/12/24 18:26;2923;1;Small Platter - Ribs;Fries;
10/12/24 18:26;2924;1;Small Platter - Brisket;Fries;
10/12/24 18:27;2925;1;Sandwich - Pulled Pork;Mac and Cheese;
10/12/24 18:27;2925;2;Small Platter - Ribs;Green Beans;
10/12/24 18:28;2926;1;Small Platter - Pulled Pork;Fries;
10/12/24 18:28;2926;2;Large Platter - Pulled Pork;Baked Beans;Mac and Cheese
10/12/24 18:28;2926;3;Sandwich - Brisket;Fries;
10/12/24 18:28;2926;4;Sandwich - Pulled Pork;Fries;
10/12/24 18:28;2926;5;Sandwich - Pulled Pork;Fries;
10/12/24 18:29;2927;1;Large Platter - Ribs;Green Beans;Green Beans
10/12/24 18:29;2927;2;Small Platter - Ribs;Mac and Cheese;
10/12/24 18:29;2928;1;Large Platter - Brisket;Green Beans;Mac and Cheese
10/12/24 18:31;2929;1;Small Platter - Brisket;Baked Beans;
10/12/24 18:33;2930;1;Small Platter - Ribs;Fries;
10/12/24 18:33;2930;2;Sandwich - Brisket;Mac and Cheese;
10/12/24 18:33;2930;3;Sandwich - Pulled Pork;Baked Beans;
10/12/24 18:33;2930;4;Small Platter - Pulled Pork;Mac and Cheese;
10/12/24 18:33;2930;5;Sandwich - Pulled Pork;Green Beans;
10/12/24 18:33;2931;1;Large Platter - Brisket;Green Beans;Mac and Cheese
10/12/24 18:33;2931;2;Large Platter - Brisket;Baked Beans;Mac and Cheese
10/12/24 18:34;2932;1;Small Platter - Pulled Pork;Baked Beans;
10/12/24 18:34;2932;2;Small Platter - Pulled Pork;Baked Beans;
10/12/24 18:35;2933;1;Small Platter - Ribs;Baked Beans;
10/12/24 18:35;2933;2;Sandwich - Brisket;Fries;
10/12/24 18:35;2934;1;Small Platter - Ribs;Fries;
10/12/24 18:36;2935;1;Sandwich - Pulled Pork;Fries;
10/12/24 18:36;2935;2;Large Platter - Brisket;Baked Beans;Mac and Cheese
10/12/24 18:36;2936;1;Sandwich - Pulled Pork;Fries;
10/12/24 18:37;2937;1;Large Platter - Pulled Pork;Baked Beans;Mac and Cheese
10/12/24 18:38;2938;1;Sandwich - Pulled Pork;Fries;
10/12/24 18:38;2938;2;Sandwich - Pulled Pork;Fries;
10/12/24 18:38;2938;3;Sandwich - Pulled Pork;Fries;
10/12/24 18:38;2939;1;Sandwich - Pulled Pork;Fries;
10/12/24 18:38;2939;2;Large Platter - Pulled Pork;Green Beans;Green Beans
10/12/24 18:38;2939;3;Small Platter - Brisket;Fries;
10/12/24 18:40;2940;1;Small Platter - Pulled Pork;Green Beans;
10/12/24 18:40;2941;1;Sandwich - Brisket;Fries;
10/12/24 18:40;2942;1;Small Platter - Ribs;Baked Beans;
10/12/24 18:40;2943;1;Sandwich - Brisket;Fries;
10/12/24 18:43;2944;1;Small Platter - Brisket;Fries;
10/12/24 18:45;2945;1;Small Platter - Pulled Pork;Mac and Cheese;
10/12/24 18:45;2946;1;Small Platter - Pulled Pork;Baked Beans;
10/12/24 18:46;2947;1;Sandwich - Pulled Pork;Fries;
10/12/24 18:46;2947;2;Sandwich - Pulled Pork;Fries;
10/12/24 18:46;2947;3;Sandwich - Pulled Pork;Mac and Cheese;
10/12/24 18:46;2947;4;Small Platter - Pulled Pork;Fries;
10/12/24 18:46;2947;5;Large Platter - Brisket;Fries;Fries
10/12/24 18:47;2948;1;Sandwich - Brisket;Mac and Cheese;
10/12/24 18:47;2948;2;Sandwich - Brisket;Fries;
10/12/24 18:48;2949;1;Sandwich - Pulled Pork;Fries;
10/12/24 18:48;2949;2;Small Platter - Pulled Pork;Fries;
10/12/24 18:48;2949;3;Sandwich - Brisket;Mac and Cheese;
10/12/24 18:48;2949;4;Sandwich - Pulled Pork;Baked Beans;
10/12/24 18:49;2950;1;Small Platter - Brisket;Fries;
10/12/24 18:49;2950;2;Sandwich - Pulled Pork;Baked Beans;
10/12/24 18:49;2951;1;Sandwich - Brisket;Fries;
10/12/24 18:49;2952;1;Sandwich - Pulled Pork;Fries;
10/12/24 18:49;2952;2;Small Platter - Pulled Pork;Baked Beans;
10/12/24 18:50;2953;1;Large Platter - Brisket;Mac and Cheese;Fries
10/12/24 18:50;2953;2;Sandwich - Brisket;Mac and Cheese;
10/12/24 18:50;2953;3;Small Platter - Brisket;Fries;
10/12/24 18:51;2954;1;Small Platter - Pulled Pork;Mac and Cheese;
10/12/24 18:52;2955;1;Sandwich - Brisket;Fries;
10/12/24 18:52;2956;1;Sandwich - Pulled Pork;Fries;
10/12/24 18:55;2957;1;Small Platter - Pulled Pork;Baked Beans;
10/12/24 18:55;2957;2;Sandwich - Brisket;Fries;
10/12/24 18:55;2957;3;Sandwich - Pulled Pork;Fries;
10/12/24 18:56;2958;1;Large Platter - Ribs;Green Beans;Green Beans
10/12/24 18:56;2959;1;Small Platter - Pulled Pork;Fries;
10/12/24 18:56;2960;1;Sandwich - Pulled Pork;Fries;
10/12/24 18:56;2960;2;Sandwich - Brisket;Mac and Cheese;
10/12/24 18:59;2961;1;Small Platter - Brisket;Baked Beans;
10/12/24 19:02;2962;1;Small Platter - Pulled Pork;Fries;
10/12/24 19:02;2962;2;Sandwich - Brisket;Fries;
10/12/24 19:02;2963;1;Large Platter - Pulled Pork;Green Beans;Baked Beans
10/12/24 19:02;2963;2;Small Platter - Brisket;Baked Beans;
10/12/24 19:03;2964;1;Sandwich - Pulled Pork;Baked Beans;
10/12/24 19:03;2964;2;Large Platter - Ribs;Green Beans;Baked Beans
10/12/24 19:03;2964;3;Large Platter - Pulled Pork;Baked Beans;Baked Beans
10/12/24 19:03;2964;4;Large Platter - Pulled Pork;Baked Beans;Baked Beans
10/12/24 19:04;2965;1;Large Platter - Pulled Pork;Green Beans;Baked Beans
10/12/24 19:04;2965;2;Sandwich - Pulled Pork;Fries;
10/12/24 19:06;2966;1;Small Platter - Pulled Pork;Baked Beans;
10/12/24 19:07;2967;1;Large Platter - Pulled Pork;Baked Beans;Mac and Cheese
10/12/24 19:07;2968;1;Sandwich - Brisket;Fries;
10/12/24 19:07;2968;2;Sandwich - Pulled Pork;Fries;
10/12/24 19:08;2969;1;Large Platter - Pulled Pork;Fries;Green Beans
10/12/24 19:08;2969;2;Small Platter - Ribs;Mac and Cheese;
10/12/24 19:08;2969;3;Sandwich - Pulled Pork;Fries;
10/12/24 19:08;2969;4;Sandwich - Brisket;Fries;
10/12/24 19:08;2969;5;Sandwich - Pulled Pork;Fries;
10/12/24 19:08;2969;6;Sandwich - Brisket;Fries;
10/12/24 19:11;2970;1;Sandwich - Brisket;Fries;
10/12/24 19:11;2970;2;Small Platter - Brisket;Green Beans;
10/12/24 19:12;2971;1;Sandwich - Pulled Pork;Fries;
10/12/24 19:12;2971;2;Sandwich - Brisket;Mac and Cheese;
10/12/24 19:12;2972;1;Large Platter - Pulled Pork;Mac and Cheese;Mac and Cheese
10/12/24 19:13;2973;1;Large Platter - Pulled Pork;Mac and Cheese;Mac and Cheese
10/12/24 19:13;2973;2;Large Platter - Pulled Pork;Baked Beans;Baked Beans
10/12/24 19:14;2974;1;Small Platter - Pulled Pork;Green Beans;
10/12/24 19:14;2974;2;Small Platter - Ribs;Mac and Cheese;
10/12/24 19:14;2975;1;Sandwich - Brisket;Fries;
10/12/24 19:14;2975;2;Small Platter - Brisket;Mac and Cheese;
10/12/24 19:14;2975;3;Sandwich - Pulled Pork;Fries;
10/12/24 19:15;2976;1;Small Platter - Ribs;Mac and Cheese;
10/12/24 19:15;2976;2;Small Platter - Pulled Pork;Fries;
10/12/24 19:20;2977;1;Small Platter - Ribs;Green Beans;
10/12/24 19:20;2978;1;Sandwich - Brisket;Fries;
10/12/24 19:20;2978;2;Large Platter - Brisket;Baked Beans;Mac and Cheese
10/12/24 19:21;2979;1;Sandwich - Pulled Pork;Fries;
10/12/24 19:21;2980;1;Small Platter - Ribs;Fries;
10/12/24 19:21;2980;2;Small Platter - Brisket;Mac and Cheese;
10/12/24 19:22;2981;1;Large Platter - Ribs;Green Beans;Green Beans
10/12/24 19:22;2981;2;Sandwich - Brisket;Fries;
10/12/24 19:25;2982;1;Large Platter - Brisket;Green Beans;Mac and Cheese
10/12/24 19:25;2982;2;Small Platter - Brisket;Mac and Cheese;
10/12/24 19:27;2983;1;Small Platter - Brisket;Baked Beans;
10/12/24 19:27;2983;2;Large Platter - Pulled Pork;Mac and Cheese;Green Beans
10/12/24 19:28;2984;1;Sandwich - Pulled Pork;Fries;
10/12/24 19:28;2985;1;Large Platter - Ribs;Mac and Cheese;Fries
10/12/24 19:28;2985;2;Large Platter - Brisket;Mac and Cheese;Baked Beans
10/12/24 19:28;2986;1;Small Platter - Brisket;Fries;
10/12/24 19:28;2986;2;Small Platter - Ribs;Fries;
10/12/24 19:28;2986;3;Small Platter - Pulled Pork;Mac and Cheese;
10/12/24 19:28;2986;4;Small Platter - Pulled Pork;Mac and Cheese;
10/12/24 19:29;2987;1;Large Platter - Ribs;Mac and Cheese;Mac and Cheese
10/12/24 19:29;2987;2;Small Platter - Ribs;Mac and Cheese;
10/12/24 19:29;2988;1;Large Platter - Ribs;Fries;Green Beans
10/12/24 19:29;2988;2;Sandwich - Pulled Pork;Fries;
10/12/24 19:30;2989;1;Small Platter - Ribs;Baked Beans;
10/12/24 19:30;2989;2;Sandwich - Pulled Pork;Fries;
10/12/24 19:32;2990;1;Large Platter - Ribs;Mac and Cheese;Mac and Cheese
10/12/24 19:32;2990;2;Sandwich - Pulled Pork;Fries;
10/12/24 19:32;2991;1;Sandwich - Pulled Pork;Fries;
10/12/24 19:32;2991;2;Large Platter - Pulled Pork;Mac and Cheese;Baked Beans
10/12/24 19:32;2992;1;Small Platter - Ribs;Mac and Cheese;
10/12/24 19:32;2993;1;Sandwich - Brisket;Fries;
10/12/24 19:33;2994;1;Large Platter - Brisket;Baked Beans;Fries
10/12/24 19:34;2995;1;Small Platter - Pulled Pork;Green Beans;
10/12/24 19:35;2996;1;Small Platter - Brisket;Fries;
10/12/24 19:35;2996;2;Small Platter - Brisket;Mac and Cheese;
10/12/24 19:35;2996;3;Sandwich - Pulled Pork;Baked Beans;
10/12/24 19:36;2997;1;Small Platter - Brisket;Green Beans;
10/12/24 19:36;2997;2;Sandwich - Pulled Pork;Fries;
10/12/24 19:38;2998;1;Large Platter - Pulled Pork;Mac and Cheese;Baked Beans
10/12/24 19:38;2998;2;Sandwich - Pulled Pork;Fries;
10/12/24 19:38;2999;1;Large Platter - Brisket;Baked Beans;Baked Beans
10/12/24 19:38;2999;2;Small Platter - Brisket;Mac and Cheese;
10/12/24 19:39;3000;1;Small Platter - Brisket;Fries;
10/12/24 19:39;3000;2;Small Platter - Ribs;Mac and Cheese;
10/12/24 19:39;3000;3;Large Platter - Ribs;Baked Beans;Baked Beans
10/12/24 19:39;3000;4;Small Platter - Ribs;Fries;
10/12/24 19:39;3001;1;Sandwich - Pulled Pork;Fries;
10/12/24 19:39;3001;2;Sandwich - Pulled Pork;Fries;
10/12/24 19:40;3002;1;Sandwich - Brisket;Fries;
10/12/24 19:40;3002;2;Sandwich - Pulled Pork;Fries;
10/12/24 19:40;3002;3;Sandwich - Pulled Pork;Fries;
10/12/24 19:40;3002;4;Small Platter - Pulled Pork;Mac and Cheese;
10/12/24 19:40;3003;1;Large Platter - Ribs;Mac and Cheese;Green Beans
10/12/24 19:42;3004;1;Small Platter - Pulled Pork;Mac and Cheese;
10/12/24 19:45;3005;1;Large Platter - Ribs;Green Beans;Green Beans
10/12/24 19:45;3005;2;Sandwich - Pulled Pork;Fries;
10/12/24 19:45;3005;3;Large Platter - Ribs;Fries;Mac and Cheese
10/12/24 19:45;3006;1;Small Platter - Ribs;Green Beans;
10/12/24 19:45;3006;2;Large Platter - Ribs;Mac and Cheese;Green Beans
10/12/24 19:47;3007;1;Large Platter - Pulled Pork;Fries;Mac and Cheese
10/12/24 19:47;3008;1;Sandwich - Pulled Pork;Fries;
10/12/24 19:47;3008;2;Large Platter - Brisket;Green Beans;Fries
10/12/24 19:48;3009;1;Large Platter - Pulled Pork;Mac and Cheese;Baked Beans
10/12/24 19:49;3010;1;Large Platter - Pulled Pork;Fries;Baked Beans
10/12/24 19:51;3011;1;Large Platter - Brisket;Baked Beans;Green Beans
10/12/24 19:51;3012;1;Large Platter - Pulled Pork;Fries;Fries
10/12/24 19:51;3012;2;Small Platter - Ribs;Baked Beans;
10/12/24 19:53;3013;1;Large Platter - Pulled Pork;Baked Beans;Green Beans
10/12/24 19:53;3013;2;Sandwich - Brisket;Fries;
10/12/24 19:55;3014;1;Sandwich - Brisket;Fries;
10/12/24 19:55;3015;1;Small Platter - Pulled Pork;Green Beans;
10/12/24 19:55;3015;2;Sandwich - Brisket;Baked Beans;
10/12/24 19:56;3016;1;Small Platter - Brisket;Fries;
10/12/24 19:58;3017;1;Sandwich - Brisket;Fries;
10/12/24 19:58;3018;1;Sandwich - Pulled Pork;Fries;
10/12/24 19:58;3018;2;Sandwich - Pulled Pork;Fries;
10/12/24 19:58;3018;3;Small Platter - Pulled Pork;Mac and Cheese;
10/12/24 19:58;3018;4;Sandwich - Pulled Pork;Fries;
10/12/24 19:58;3018;5;Small Platter - Brisket;Mac and Cheese;
10/12/24 19:58;3018;6;Sandwich - Brisket;Fries;
10/12/24 19:59;3019;1;Small Platter - Ribs;Baked Beans;
10/12/24 19:59;3020;1;Sandwich - Pulled Pork;Fries;
10/12/24 19:59;3020;2;Sandwich - Brisket;Fries;
10/12/24 20:00;3021;1;Small Platter - Ribs;Baked Beans;
10/12/24 20:00;3022;1;Large Platter - Brisket;Mac and Cheese;Baked Beans
10/12/24 20:00;3022;2;Sandwich - Brisket;Fries;
10/12/24 20:00;3023;1;Small Platter - Brisket;Mac and Cheese;
10/12/24 20:00;3023;2;Large Platter - Ribs;Mac and Cheese;Fries
10/12/24 20:01;3024;1;Small Platter - Pulled Pork;Fries;
10/12/24 20:01;3024;2;Sandwich - Pulled Pork;Fries;
10/12/24 20:01;3025;1;Sandwich - Pulled Pork;Fries;
10/12/24 20:01;3025;2;Small Platter - Pulled Pork;Fries;
10/12/24 20:01;3025;3;Large Platter - Ribs;Fries;Baked Beans
10/12/24 20:03;3026;1;Large Platter - Brisket;Baked Beans;Mac and Cheese
10/12/24 20:03;3026;2;Small Platter - Ribs;Fries;
10/12/24 20:03;3026;3;Sandwich - Pulled Pork;Fries;
10/12/24 20:03;3026;4;Sandwich - Pulled Pork;Fries;
10/12/24 20:03;3026;5;Sandwich - Pulled Pork;Green Beans;
10/12/24 20:04;3027;1;Sandwich - Brisket;Fries;
10/12/24 20:04;3028;1;Sandwich - Brisket;Mac and Cheese;
10/12/24 20:04;3029;1;Sandwich - Pulled Pork;Fries;
10/12/24 20:04;3029;2;Small Platter - Ribs;Fries;
10/12/24 20:04;3029;3;Small Platter - Brisket;Mac and Cheese;
10/12/24 20:04;3029;4;Small Platter - Pulled Pork;Mac and Cheese;
10/12/24 20:07;3030;1;Small Platter - Brisket;Fries;
10/12/24 20:07;3030;2;Large Platter - Pulled Pork;Mac and Cheese;Fries
10/12/24 20:13;3031;1;Small Platter - Pulled Pork;Fries;
10/12/24 20:13;3031;2;Small Platter - Pulled Pork;Baked Beans;
10/12/24 20:13;3031;3;Large Platter - Ribs;Mac and Cheese;Mac and Cheese
10/12/24 20:13;3032;1;Large Platter - Pulled Pork;Fries;Mac and Cheese
10/12/24 20:13;3032;2;Sandwich - Pulled Pork;Fries;
10/12/24 20:14;3033;1;Sandwich - Brisket;Fries;
10/12/24 20:14;3033;2;Small Platter - Pulled Pork;Baked Beans;
10/12/24 20:15;3034;1;Large Platter - Ribs;Green Beans;Green Beans
10/12/24 20:15;3034;2;Large Platter - Ribs;Mac and Cheese;Green Beans
10/12/24 20:18;3035;1;Large Platter - Brisket;Baked Beans;Baked Beans
10/12/24 20:18;3035;2;Large Platter - Pulled Pork;Fries;Fries
